109.81	-0.82	0.00	0.76	0.00	0	1.26	9	
109.85	-0.47	0.00	0.40	0.00	0	0.68	5	
109.89	-0.09	0.00	0.07	0.00	0	0.12	1	
109.94	0.10	0.00	-0.40	0.00	0	-0.47	-3	
109.98	-0.05	0.00	0.08	0.00	0	0.11	1	
110.03	-0.52	0.00	0.24	0.00	0	0.56	4	
110.07	-0.10	0.00	-0.03	0.00	0	0.03	0	
110.11	-0.30	0.00	0.43	0.00	0	0.62	4	
110.16	0.06	0.00	0.07	0.00	0	0.04	0	
110.20	0.50	0.00	-0.17	0.00	0	-0.47	-3	
110.25	0.03	0.00	0.02	0.00	0	0.01	0	
110.29	-0.15	0.00	0.50	0.00	0	0.60	4	
110.33	-0.04	0.00	0.00	0.00	0	0.03	0	
110.38	-0.43	0.00	0.32	0.00	0	0.58	4	
110.42	-0.03	0.00	0.01	0.00	0	0.03	0	
110.47	0.29	0.00	-0.38	0.00	0	-0.56	-4	
110.51	-0.09	0.00	-0.04	0.00	0	0.01	0	
110.56	0.10	0.00	0.43	0.00	0	0.38	3	
110.60	-0.00	0.00	-0.07	0.00	0	-0.07	0	
110.64	-0.50	0.00	-0.11	0.00	0	0.19	1	
110.69	-0.04	0.00	0.08	0.00	0	0.10	1	
110.73	0.42	0.00	0.30	0.00	0	0.06	0	
110.78	0.01	0.00	0.01	0.00	0	0.00	0	
110.82	-0.41	0.00	-0.29	0.00	0	-0.05	0	
110.86	0.04	0.00	-0.06	0.00	0	-0.09	-1	
110.91	-0.25	0.00	-0.47	0.00	0	-0.33	-2	
110.95	-0.18	0.00	0.03	0.00	0	0.14	1	
111.00	0.22	0.00	-0.27	0.00	0	-0.41	-3	
111.04	-0.07	0.00	0.14	0.00	0	0.19	1	
111.08	0.17	0.00	-0.30	0.00	0	-0.41	-3	
111.13	0.05	0.00	0.19	0.00	0	0.16	1	
111.17	-0.00	0.00	-0.31	0.00	0	-0.32	-2	
111.21	0.01	0.00	0.19	0.00	0	0.19	1	
111.26	-0.18	0.00	-0.28	0.00	0	-0.18	-1	
111.30	-0.01	0.00	0.20	0.00	0	0.21	1	
111.35	-0.11	0.00	-0.29	0.00	0	-0.23	-2	
111.39	-0.03	0.00	0.21	0.00	0	0.23	2	
111.43	-0.04	0.00	-0.30	0.00	0	-0.28	-2	
111.48	0.14	0.00	0.17	0.00	0	0.09	1	
111.52	-0.17	0.00	-0.22	0.00	0	-0.13	-1	
111.57	0.17	0.00	0.14	0.00	0	0.04	0	
111.61	-0.22	0.00	-0.17	0.00	0	-0.05	0	
111.65	0.08	0.00	0.23	0.00	0	0.19	1	
111.70	-0.11	0.00	-0.24	0.00	0	-0.18	-1	
111.74	0.25	0.00	0.12	0.00	0	-0.02	0	
111.79	-0.14	0.00	-0.20	0.00	0	-0.13	-1	
111.83	0.26	0.00	0.11	0.00	0	-0.03	0	
111.87	-0.17	0.00	-0.16	0.00	0	-0.06	0	
111.92	0.01	0.00	0.32	0.00	0	0.32	2	
111.96	-0.10	0.00	-0.18	0.00	0	-0.12	-1	
112.01	0.23	0.00	0.21	0.00	0	0.07	1	
112.05	-0.15	0.00	-0.13	0.00	0	-0.05	0	
112.10	0.12	0.00	0.30	0.00	0	0.24	2	
112.14	-0.14	0.00	-0.13	0.00	0	-0.05	0	
112.18	0.35	0.00	-0.01	0.00	0	-0.21	-2	
112.23	-0.16	0.00	-0.03	0.00	0	0.06	0	
112.27	0.34	0.00	0.05	0.00	0	-0.15	-1	
112.32	-0.16	0.00	-0.00	0.00	0	0.09	1	
112.36	-0.06	0.00	0.49	0.00	0	0.54	4	
112.40	-0.10	0.00	-0.01	0.00	0	0.05	0	
112.45	0.39	0.00	0.08	0.00	0	-0.15	-1	
112.49	-0.11	0.00	0.04	0.00	0	0.11	1	
112.54	0.40	0.00	0.05	0.00	0	-0.18	-1	
112.58	-0.09	0.00	-0.07	0.00	0	-0.02	0	
112.62	0.40	0.00	0.03	0.00	0	-0.20	-1	
112.67	-0.09	0.00	-0.07	0.00	0	-0.02	0	
112.71	0.17	0.00	0.36	0.00	0	0.27	2	
112.75	-0.13	0.00	-0.05	0.00	0	0.02	0	
112.80	0.32	0.00	0.19	0.00	0	0.01	0	
112.84	-0.14	0.00	-0.02	0.00	0	0.06	0	
112.89	0.36	0.00	0.01	0.00	0	-0.20	-1	
112.93	-0.13	0.00	0.13	0.00	0	0.21	1	
112.97	0.24	0.00	-0.21	0.00	0	-0.36	-3	
113.02	-0.11	0.00	0.15	0.00	0	0.22	2	
113.06	0.11	0.00	-0.30	0.00	0	-0.37	-3	
113.11	-0.13	0.00	0.14	0.00	0	0.22	2	
113.15	0.27	0.00	-0.16	0.00	0	-0.33	-2	
113.19	-0.22	0.00	-0.06	0.00	0	0.07	0	
113.24	0.28	0.00	0.01	0.00	0	-0.15	-1	
113.28	-0.22	0.00	0.07	0.00	0	0.20	1	
113.33	0.24	0.00	-0.13	0.00	0	-0.27	-2	
113.37	-0.03	0.00	0.30	0.00	0	0.32	2	
113.42	0.05	0.00	-0.20	0.00	0	-0.23	-2	
113.46	0.09	0.00	0.30	0.00	0	0.26	2	
113.50	-0.13	0.00	-0.15	0.00	0	-0.07	0	
113.55	0.30	0.00	0.11	0.00	0	-0.07	0	
113.59	-0.19	0.00	-0.02	0.00	0	0.09	1	
113.64	0.32	0.00	-0.01	0.00	0	-0.19	-1	
113.68	-0.14	0.00	0.22	0.00	0	0.30	2	
113.72	0.22	0.00	-0.14	0.00	0	-0.27	-2	
113.77	-0.16	0.00	0.19	0.00	0	0.29	2	
113.81	0.02	0.00	-0.28	0.00	0	-0.30	-2	
113.86	-0.01	0.00	0.23	0.00	0	0.24	2	
