73.28	-0.87	0.00	0.09	0.00	0	0.61	4	
73.32	-0.42	0.00	-0.14	0.00	0	0.10	1	
73.36	0.05	0.00	-0.32	0.00	0	-0.36	-3	
73.41	-0.46	0.00	-0.32	0.00	0	-0.06	0	
73.45	0.05	0.00	-0.29	0.00	0	-0.32	-2	
73.50	-0.37	0.00	-0.58	0.00	0	-0.38	-3	
73.54	0.07	0.00	-0.33	0.00	0	-0.38	-3	
73.58	-0.33	0.00	-0.02	0.00	0	0.17	1	
73.63	0.08	0.00	-0.31	0.00	0	-0.37	-3	
73.67	-0.35	0.00	-0.58	0.00	0	-0.39	-3	
73.72	0.01	0.00	-0.22	0.00	0	-0.23	-2	
73.76	-0.26	0.00	0.21	0.00	0	0.37	3	
73.80	-0.08	0.00	-0.26	0.00	0	-0.22	-2	
73.85	0.32	0.00	0.06	0.00	0	-0.13	-1	
73.89	0.03	0.00	-0.36	0.00	0	-0.38	-3	
73.94	0.06	0.00	0.15	0.00	0	0.11	1	
73.98	-0.08	0.00	-0.33	0.00	0	-0.29	-2	
74.02	0.41	0.00	-0.46	0.00	0	-0.71	-5	
74.07	-0.06	0.00	-0.28	0.00	0	-0.25	-2	
74.11	0.43	0.00	-0.19	0.00	0	-0.45	-3	
74.16	-0.06	0.00	-0.31	0.00	0	-0.28	-2	
74.20	0.36	0.00	-0.58	0.00	0	-0.81	-6	
74.24	-0.04	0.00	-0.28	0.00	0	-0.26	-2	
74.29	-0.29	0.00	0.16	0.00	0	0.33	2	
74.33	-0.05	0.00	-0.29	0.00	0	-0.26	-2	
74.38	0.17	0.00	0.16	0.00	0	0.07	0	
74.42	-0.06	0.00	-0.28	0.00	0	-0.25	-2	
74.46	-0.43	0.00	0.07	0.00	0	0.32	2	
74.51	-0.09	0.00	-0.31	0.00	0	-0.27	-2	
74.55	0.25	0.00	0.06	0.00	0	-0.09	-1	
74.60	-0.10	0.00	-0.31	0.00	0	-0.26	-2	
74.64	0.36	0.00	-0.10	0.00	0	-0.32	-2	
74.68	-0.09	0.00	-0.33	0.00	0	-0.29	-2	
74.73	-0.14	0.00	-0.83	0.00	0	-0.77	-5	
74.77	-0.01	0.00	-0.34	0.00	0	-0.35	-2	
74.82	-0.40	0.00	-0.66	0.00	0	-0.45	-3	
74.86	-0.16	0.00	-0.22	0.00	0	-0.14	-1	
74.90	0.33	0.00	-0.36	0.00	0	-0.56	-4	
74.95	-0.17	0.00	-0.39	0.00	0	-0.30	-2	
74.99	0.11	0.00	0.03	0.00	0	-0.04	0	
75.04	-0.26	0.00	-0.32	0.00	0	-0.18	-1	
75.08	0.19	0.00	-0.08	0.00	0	-0.19	-1	
75.12	-0.22	0.00	-0.38	0.00	0	-0.26	-2	
75.17	-0.00	0.00	0.08	0.00	0	0.08	1	
75.21	-0.06	0.00	-0.43	0.00	0	-0.40	-3	
75.26	-0.24	0.00	0.05	0.00	0	0.19	1	
75.30	0.04	0.00	-0.37	0.00	0	-0.41	-3	
75.34	-0.41	0.00	-0.14	0.00	0	0.10	1	
75.39	0.06	0.00	-0.32	0.00	0	-0.37	-3	
75.43	-0.30	0.00	0.03	0.00	0	0.21	1	
75.48	-0.06	0.00	-0.41	0.00	0	-0.39	-3	
75.52	0.01	0.00	0.09	0.00	0	0.08	1	
75.56	0.00	0.00	-0.42	0.00	0	-0.43	-3	
75.61	-0.00	0.00	0.09	0.00	0	0.09	1	
75.65	-0.09	0.00	-0.41	0.00	0	-0.37	-3	
75.70	0.10	0.00	0.06	0.00	0	-0.00	0	
75.74	-0.07	0.00	-0.42	0.00	0	-0.38	-3	
75.78	-0.12	0.00	0.09	0.00	0	0.16	1	
75.83	-0.00	0.00	-0.40	0.00	0	-0.41	-3	
75.87	-0.50	0.00	-0.44	0.00	0	-0.15	-1	
75.92	-0.10	0.00	-0.13	0.00	0	-0.08	-1	
75.96	0.12	0.00	-0.59	0.00	0	-0.67	-5	
76.00	-0.12	0.00	-0.14	0.00	0	-0.08	-1	
76.05	0.19	0.00	-0.54	0.00	0	-0.67	-5	
76.09	-0.15	0.00	-0.17	0.00	0	-0.08	-1	
76.14	-0.14	0.00	-0.67	0.00	0	-0.61	-4	
76.18	-0.02	0.00	-0.18	0.00	0	-0.18	-1	
76.22	0.16	0.00	0.29	0.00	0	0.20	1	
76.27	0.05	0.00	-0.20	0.00	0	-0.23	-2	
76.31	-0.17	0.00	-0.66	0.00	0	-0.58	-4	
76.36	0.04	0.00	-0.20	0.00	0	-0.23	-2	
76.40	-0.40	0.00	-0.44	0.00	0	-0.22	-2	
76.44	0.01	0.00	-0.14	0.00	0	-0.15	-1	
76.49	-0.15	0.00	-0.62	0.00	0	-0.55	-4	
76.53	-0.06	0.00	-0.13	0.00	0	-0.10	-1	
